X,Y,Location,Road,Area,City,District,Province,UID
73.0869,31.9469,Sigerette Factory,Sial Mor Ahmadnagar Road,,,,Punjab,{4D589442-24E9-40B3-A203-269BF5D2D62B}
73.0869,33.6647,Faizabad Interchange,Muree Road,,Islamamabad City," District Islamabad",Punjab,{C02EF08F-14B4-4808-9C53-403F58802A6C}
73.0869,33.7265,Union Bank,Jinnah Avenue,Blue Area,Islamamabad City,Disttirct Islamamabad,Punjab,{747CF127-D5A2-4A87-91C1-0F40DA5527F1}
73.0869,33.7326,Marriot Hotel,,,Islamamabad City,Disttirct Islamamabad,Punjab,{355D1ACD-826F-415F-BD7C-D7F19CEA5F17}
73.087,31.4198,Hazarah Hotel,,,Faisalabad City,District Faisalabad,Punjab,{171F1C40-B1B0-4DD8-9F84-E52565F7D2E5}
73.087,31.4608,Al Masoom Jamia Masjid,,,Faisalabad City,District Faisalabad,Punjab,{F5AC9C07-A779-4C46-8F46-3B8643515844}
73.0871,33.7065,National Bank Limited,Khayaban-e-Suharwardy,G -6/1,Islamamabad City,Disttirct Islamamabad,Punjab,{7D87475E-76FE-4A46-A79E-6A872F08FEFF}
73.0871,33.7129,Lal Masjid,,,Islamamabad City,Disttirct Islamamabad,Punjab,{5C4D4812-1CBD-477E-8B7E-3B5D11EA93E9}
73.0871,33.7133,Markazi Jamia Masjid (Lal Masjid),,,Islamamabad City,Disttirct Islamamabad,Punjab,{1AF99755-7204-4E29-8084-9B5DDF42D6F0}
73.0873,31.4303,Commissioner Office,,,Faisalabad City,District Faisalabad,Punjab,{5FA08DE9-251C-4411-B422-7362CD2FD0F5}
73.0873,31.4605,Muslim Town 1 Sreet # 8,,,Faisalabad City,District Faisalabad,Punjab,{A6D48732-82A9-4502-B8AE-C7AA05C4D5B4}
73.0873,31.4635,Umar Block,,,Faisalabad City,District Faisalabad,Punjab,{CE23BD65-7C5D-4703-B4A2-2F3103EC171D}
73.0873,31.465,Graveyard Backside of Muslim Town,,,Faisalabad City,District Faisalabad,Punjab,{FD474E34-8156-4F25-B217-EC22E86BA8A8}
73.0874,31.1225,Mangera,,,Sumundri,Faisalabad,Punjab,{821C3882-CA0C-45F6-965C-32D841264292}
73.0874,31.454,Pinum colony Gate,,,Faisalabad City,District Faisalabad,Punjab,{BC7D3AD5-490E-471A-9B3D-0D6FF7A56C85}
73.0875,30.654,Jamia Masjid Bilali,,,Sahiwal City,District Sahiwal,Punjab,{550CD0EE-048B-46DF-A95D-A6F5C1F81197}
73.0875,31.4638,Masjid Abu Bakr Siddique,,,Faisalabad City,District Faisalabad,Punjab,{33693A9C-4436-46E0-A018-77D791833459}
73.0876,32.6048,Daffar,,,Tehsil Pind Dadan Khan,District Jhelum,Punjab,{CD6EC143-7460-40F6-85B4-12B03883475F}
73.0876,33.7067,United Bank Limited,Khayaban-e-Suharwardy,G -6/1,Islamamabad City,Disttirct Islamamabad,Punjab,{D612509C-DAA4-4547-AA15-A6F557532877}
73.0876,33.7113,Aitwar Bazar,,,Islamamabad City,Disttirct Islamamabad,Punjab,{306A1DBE-A69F-4A7D-99C4-9282F04974AB}
73.0877,30.661,Central Jail South west Corner,,,Sahiwal City,,Punjab,{4B57F32D-CC0C-4E23-B7F8-666197FE80E2}
73.0877,31.4165,Catholic Church  Railway Road,,,Faisalabad City,District Faisalabad,Punjab,{5B0529F2-0513-470C-9DC2-E86E5F149C9D}
73.0877,31.4377,Quaid-e-Millat Girls High School  Main Bazar Islamnagar,,,Faisalabad City,District Faisalabad,Punjab,{D14952CF-EB16-4519-8D54-FA878539FFD7}
73.0877,32.5192,Perth Sharqi,,,Bhalwal,Sargodha,Punjab,{EF41C0EC-73C4-487B-8242-5619C3AA0CDF}
73.0877,32.6247,Kastian,,,Tehsil Pind Dadan Khan,District Jhelum,Punjab,{BE0F4327-519A-4D0E-8EB3-628E3B2F01A0}
73.0877,33.5601,Nur Mahal Hotel,GT Road,,Rawalpindi City,District Rawalpindi,Punjab,{409CEADB-2211-47A3-BA79-597A89DF8E12}
73.0878,31.4271,Masjid Ghos-e-Azam,,,Faisalabad City,District Faisalabad,Punjab,{EC05D36B-1D23-48D6-9934-0B84B534FCD5}
73.0878,33.7269,American Express Bank,Jinnah Avenue,Blue Area,Islamamabad City,Disttirct Islamamabad,Punjab,{A207084E-D0D3-41F2-AAA5-C237C8684AE3}
73.088,31.398,Masha Allah Atta Chakki Maqbool Road,,,Faisalabad City,District Faisalabad,Punjab,{ADE47532-F5D5-4F5E-B8E2-723E59730A9B}
73.088,31.4337,Deputy Suprident Police Office,,,Faisalabad City,District Faisalabad,Punjab,{FF888BC0-0552-4CAA-84DC-FA6EDF6DCBD0}
73.0882,33.7269,Atta Turk Avenue,Jinnah Avenue,Blue Area,Islamamabad City,Disttirct Islamamabad,Punjab,{4668D80C-F102-4913-B99C-486AF65415F6}
73.0882,33.7409,Sindh House,,,Islamabad City,District Islamabad,Punjab,{4C918493-66A5-4878-B7F1-AA74BA542DDC}
73.0883,31.4164,Standard Charted Bank Railway Road,,,Faisalabad City,District Faisalabad,Punjab,{BDFAD8FD-34F2-4EBE-B65B-54FC399D3DB4}
73.0883,31.4445,Chowk Bole Di Jhuggi,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{1A41ACBC-3531-49B3-8373-C54011616D81}
73.0883,31.4548,Crescent Mills Gate # 8,,,Faisalabad City,District Faisalabad,Punjab,{46A0A7A1-DFDA-4589-A5A2-51ECA6C815AD}
73.0883,33.7431,Punjab House,,,Islamabad City,District Islamabad,Punjab,{82F9BA55-F1A9-469B-A483-508BD24611A4}
73.0885,31.423,Club Road,,,Faisalabad City,District Faisalabad,Punjab,{B5A97E25-059A-4B0F-BE1A-5B06918788CB}
73.0886,30.6645,Central Jail,,,Sahiwal City,,Punjab,{DD89D0E4-A923-4415-A4A9-122C1FD9FE96}
73.0886,31.46,Hamzah Street Muslim Park Muslim Town,,,Faisalabad City,District Faisalabad,Punjab,{26E512B2-DD89-4C6D-B4A3-5828FC7D741A}
73.0886,33.314,Ranjali,,,Tehsil Gujar Khan,District Rawalpindi,Punjab,{866115C6-3339-4FA9-AA7F-581643856EBC}
73.0887,31.4369,Chandni Chowk New Civil Line Islamnagar,,,Faisalabad City,District Faisalabad,Punjab,{AFA57BE2-23F1-4A8D-89F6-69DA3276C5C8}
73.0887,32.0944,Chak Miana,,,Kotmomin,Sargodha,Punjab,{2A824C64-48C0-4161-8C2F-B0816DF2D2B1}
73.0887,33.3972,Pial,,,Tehsil Rawalpindi,District Rawalpindi,Punjab,{431B44DE-1F20-4CCA-AF60-9D628D3583E2}
73.0887,33.6002,Rawal Road,,,Rawalpindi City,District Rawalpindi,Punjab,{9B9DBF01-97A9-45AB-97E4-A0FE17669457}
73.0888,31.3988,Ahmar Traders Maqbool Road,,,Faisalabad City,District Faisalabad,Punjab,{74C3ED25-BFD4-4C8B-894E-87277D1DB401}
73.0888,31.4436,Allied Bank Sargodha Raod,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{A9B404FC-0E79-4A6B-8AF7-B28A018F8BA6}
73.0889,33.6001,Chohan Chowk,,,Rawalpindi City,District Rawalpindi,Punjab,{8370D112-62AE-4666-A95A-829888A9408B}
73.0889,33.706,Masjid Abdullah Bin Abbas,Shahrah-i-Kashmir,,Islamamabad City,Disttirct Islamamabad,Punjab,{36739647-1A68-4CF3-9225-80BD1AC75CAA}
73.089,31.4318,Assistant Manager Customer Services,,,Faisalabad City,District Faisalabad,Punjab,{9DA4B2B6-C158-4142-8BE3-509589BC1BD2}
73.089,33.5581,Kidney Centre,,,Rawalpindi City,District Rawalpindi,Punjab,{E66CDA79-E84B-45C9-96B0-3C633A4AD0B7}
73.0891,31.4427,Attock Pump Sargodha Road,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{86741193-83B9-4478-95E3-452BC5F45CC4}
73.0891,31.4555,Crescent Mills North West Corner,,,Faisalabad City,District Faisalabad,Punjab,{E9004DDC-C006-47A0-8089-B12D9E8EA70B}
73.0892,31.4182,State Bank of Pakistan,,,Faisalabad City,District Faisalabad,Punjab,{C0D96512-F796-4CFB-ACE6-22DAC6EB8B6C}
73.0892,33.709,Rehmani Masjid,,,Islamamabad City,Disttirct Islamamabad,Punjab,{B9C884FC-B558-4299-8F1D-559DB62CBCFB}
73.0893,31.4287,Chowk,,,Faisalabad City,District Faisalabad,Punjab,{E7C4CE10-AC2E-474B-B12B-196B0ABFADE9}
73.0893,33.7089,Rehmani Masjid Aabpara Market,,,Islamamabad City,Disttirct Islamamabad,Punjab,{2EB469EF-B884-4890-B71D-DD0567106E81}
73.0893,33.7345,Federal Public Service Commission,,,Islamamabad City,Disttirct Islamamabad,Punjab,{A1D5ED7D-2EB2-47C0-9CBD-AD7222E3BCEA}
73.0894,30.6038,Chak 101-9L,,,Tehsil Sahiwal,District Sahiwal,Punjab,{02303BF6-5F1D-4080-988F-1B9CA86003DA}
73.0894,31.3995,MC High School Maqbool Road Faizabad,,,Faisalabad City,District Faisalabad,Punjab,{A97AC115-8E1C-4578-8F57-DC70309DE8C2}
73.0894,31.4355,Naja Taja Kiryana Store New Civil Line,,,Faisalabad City,District Faisalabad,Punjab,{B54A064E-0F73-4B23-AE5A-7BD2175E03F0}
73.0894,31.4356,Jamia Masjid Sir Taj New Civil Line,,,Faisalabad City,District Faisalabad,Punjab,{250945B5-1250-4D1C-AE3F-63B41CE99BDD}
73.0894,33.1704,Miana Phumba,,,Tehsil Gujar Khan,District Rawalpindi,Punjab,{2F8A320C-9112-4C6E-A277-E14F0B6FAE1F}
73.0896,33.7077,Bata & Service Shops,Khayaban-e-Suharwardy,G -6/1,Islamamabad City,Disttirct Islamamabad,Punjab,{767006BA-953F-4501-9B77-769C19625714}
73.0897,31.1724,Meluselu,,,Sumundri,Faisalabad,Punjab,{1CE7632A-C25B-4833-BDAD-B0326A3009C0}
73.0897,31.4561,Jamia Masjid Fatima Officer Block Muslim Town,,,Faisalabad City,District Faisalabad,Punjab,{B614E3AD-D973-473C-9901-37F9B5A17E23}
73.0898,31.4178,Hyundai Faisalabad Motors,,,Faisalabad City,District Faisalabad,Punjab,{A359EBB5-3278-4F2D-B4C9-AE3BE89A7688}
73.0898,31.4344,Shahid Chowk New Civil Line,,,Faisalabad City,District Faisalabad,Punjab,{6CD0EA08-ED72-4641-B1AE-ACFA81CA4267}
73.0899,31.4459,Sahil Hospital Sheikhupura Road,,,Faisalabad City,District Faisalabad,Punjab,{901D78B0-7D3F-41CF-9E3B-4BDC94AEBEB6}
73.09,31.4285,Vocational Training Institute,,,Faisalabad City,District Faisalabad,Punjab,{FD271714-523A-4AF3-AFF1-F8B570A96B75}
73.0901,31.4404,Faisalabad Textile College,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{7513699E-40F8-48AB-AA82-11A326B2BBA1}
73.0901,33.5587,Al Shifa Complex Stop,GT Road,,Rawalpindi City,District Rawalpindi,Punjab,{67533D3D-4D3D-490F-A5CA-1D3B12D95CB7}
73.0901,33.7349,Baluchistan House,,,Islamamabad City,Disttirct Islamamabad,Punjab,{C5A3556A-C4F6-44FA-8AE5-2D891DCF5CA3}
73.0902,30.6678,Central Jail North East Corner,,,Sahiwal City,,Punjab,{305B88A3-8527-4D92-8A7D-89703383CAE7}
73.0902,31.4608,Tooba Masjid Muslim Park,,,Faisalabad City,District Faisalabad,Punjab,{459CF15D-9BB8-4AEA-9CB1-FF70FD4F6D7D}
73.0902,33.0994,Dumali,,,Tehsil  Chakwal,District Chakwal,Punjab,{3E22F111-DCE1-4B38-9452-433CACCC60FD}
73.0903,30.6555,Imamia College,,,Sahiwal City,,Punjab,{6F35C303-E93C-46C7-9B90-9E5A6459FC74}
73.0903,31.3984,ATS Public School,,,Faisalabad City,District Faisalabad,Punjab,{F9182622-FBCE-4A8F-BB68-06006146EAEC}
73.0903,31.9454,Rattapur Rihan,,,Kotmomin,Sargodha,Punjab,{A8B44B4C-14C2-46FC-AE8E-CB827867E4BB}
73.0903,32.9918,Panj Dera,,,Tehsil  Chakwal,District Chakwal,Punjab,{4FF85A4E-BBE2-4D22-AB3F-AA4BCF343E20}
73.0904,33.1631,Phimba Miana,,,Tehsil Gujar Khan,District Rawalpindi,Punjab,{49833C8D-1422-4BD4-B71A-66C9DF5017FF}
73.0906,30.6562,Govt Imamia College,Kachi Pakki Road,,Sahiwal City,District Sahiwal,Punjab,{4811BF36-75DE-4111-BD44-57A076AE3189}
73.0906,31.3389,Niamuana,,,Faisalabad,Faisalabad,Punjab,{DF289085-93B6-4522-BF4E-5DC3F99B77D2}
73.0906,31.4277,New Karachi Car AC,,,Faisalabad City,District Faisalabad,Punjab,{766203F3-9BF3-45DB-93A5-FB717C4B82EC}
73.0906,31.4325,Rahim Educational Academy 28 New Civil Line,,,Faisalabad City,District Faisalabad,Punjab,{67F1706D-88B0-4C96-B13B-1DD55833ECFC}
73.0906,31.5913,Dholanwal,,,Faisalabad,Faisalabad,Punjab,{C0F77FE1-95A0-431A-AF59-6C524F04BDBF}
73.0908,31.432,Ahmad Public Model School new Civil Line,,,Faisalabad City,District Faisalabad,Punjab,{809AF2B5-8870-404D-8B75-97F2FB5F5F7A}
73.0908,31.4385,Police Station Nishatabad,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{581F6F0B-06D3-4E56-A1FD-0B63F7768329}
73.0908,33.7282,PTA,Jinnah Avenue,Blue Area,Islamamabad City,Disttirct Islamamabad,Punjab,{808C1402-D960-49DA-9676-4A810706A4C1}
73.0909,30.2934,Chak 63 EB,,,Teshil Arifwala,District Pakpattan Sharif,Punjab,{7D311AF3-C423-4ED8-9078-C8596BD874AE}
73.0909,31.4008,Joint Engineering Workshop Maqbool Road,,,Faisalabad City,District Faisalabad,Punjab,{E3CBD3AD-3CE6-4C6B-B3A7-122FC7674622}
73.0909,31.4167,GTS Chowk,,,Faisalabad City,District Faisalabad,Punjab,{3DAB3131-24A9-4339-9ED6-B30CB39C1F54}
73.0909,31.4461,Govt. Crescent Model School Sheikhupura Road,,,Faisalabad City,District Faisalabad,Punjab,{4F2916F1-4CAA-40F6-A5FE-86977842EC84}
73.091,31.4154,Taimur Bus Stand,,,Faisalabad City,District Faisalabad,Punjab,{8FC768E5-5A80-43C4-8E5D-960E4A20B92D}
73.091,31.417,GTS Chowk,,,Faisalabad City,District Faisalabad,Punjab,{94AA54F4-704E-431E-BE2C-AC1E56E96746}
73.091,31.4313,Shah Muhammad Chowk New Civil Line,,,Faisalabad City,District Faisalabad,Punjab,{EDC97023-5393-49A5-BCB2-5F77D5981AA6}
73.091039,34.006689,Narrain,Karakoram Highway Road,,,,NWFP,{47FF4339-16CB-41D9-AB53-D86A2EE06128}
73.0911,31.3854,Main Goal Chowk Warispura,,,Faisalabad City,District Faisalabad,Punjab,{0162F2D1-3D17-49BB-B2F7-67E8ABC0BEC2}
73.0911,31.4255,Arshid Centre Laree Adda Road,,,Faisalabad City,District Faisalabad,Punjab,{F68BF3FC-0E6B-4508-BEE5-6E9D18BCA4FA}
73.0911,31.4288,Muhammadia Genral Store Company Bagh Road,,,Faisalabad City,District Faisalabad,Punjab,{9B6F52AE-EA16-4CAD-9DF4-09E8A971EC11}
73.0912,33.5595,Al-Shif Trust Eye Hospital,,,Rawalpindi City,District Rawalpindi,Punjab,{753D2E61-3371-43F2-BACE-0DAF0D0463E0}
73.0912,33.6538,Awan Colony,,,Rawalpindi City,District Rawalpindi,Punjab,{216D910B-5BFD-460D-9DA5-303692334F56}
73.0913,30.4686,Chak 99 D,,,,District Pakpattan Sharif,Punjab,{8351A53F-64DE-4AB8-ABA6-5F62E634B266}
73.0913,32.8161,Choa Ganj Ali Shah,,,Tehsil  Chakwal,District Chakwal,Punjab,{406A647B-7899-43E0-94E0-0B98D4D82140}
73.0914,30.665,Central Jail Gate,,,Sahiwal City,,Punjab,{E70BAB5D-661E-4F4C-9A3A-E2165B1FE309}
73.0914,31.4257,Mian Muhammad Trust Hospital,,,Faisalabad City,District Faisalabad,Punjab,{86820FF5-0EBE-4822-9EFA-D25831D13108}
73.0914,33.6005,PAF,,,Rawalpindi City,District Rawalpindi,Punjab,{EC2A04FF-C194-4687-84E8-302F8C531402}
73.0914,33.7352,Agha Khan Road,Constitution Avenue,,Islamamabad City,Disttirct Islamamabad,Punjab,{8950C0F1-443F-428A-BC48-8763494C92E5}
73.0916,31.4365,Jamia Masjid Mujaddia,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{B4656BB6-9B23-4AEF-8691-3C7D5086E340}
73.0916,32.7809,Basharat,,,Tehsil Choa Saidan Shah,District Chakwal,Punjab,{750B2E09-301D-41F5-9BBB-21DE7FBE81CB}
73.0916,33.67,Kiani Farm House,Muree Road,,Islamamabad City," District Islamabad",Punjab,{3B9A9B0A-264C-41D7-8FE2-85D5F392FAD1}
73.0916,33.7361,Sectriate Chowk,Constitution Avenue,,Islamamabad City,Disttirct Islamamabad,Punjab,{7E09D7A1-9034-418D-92F5-351E9B26C4A4}
73.0917,30.6565,Girja Ghar,,,Sahiwal City,District Sahiwal,Punjab,{31B0AA92-4CF4-4CAC-BA4A-FCE86301363A}
73.0917,33.7353,Agha Khan Road,Constitution Avenue,,Islamamabad City,Disttirct Islamamabad,Punjab,{BA0CD955-C51A-449E-8FD1-F53B5172E06B}
73.0918,30.4062,Maqbarewala,,,Teshil Arifwala,District Pakpattan Sharif,Punjab,{FD41255A-0ADF-4071-B160-643DE7CCE5EB}
73.0918,31.4291,Masjid Hanfia New Civil Line,,,Faisalabad City,District Faisalabad,Punjab,{012C695C-1068-487C-A21D-74A0904E5CE8}
73.0919,30.5596,Chak 108-9L (Lal Tibba),,,Tehsil Sahiwal,District Sahiwal,Punjab,{BA6BFE08-37F1-4AED-8C34-85F2B472BD15}
73.0919,31.455,Jamia Dar-ul- Qur'an,,,Faisalabad City,District Faisalabad,Punjab,{72C626FE-F636-4DC1-A3FF-77098CAE1983}
73.092,31.4124,Railway lines Bridge Satiana Road,,,Faisalabad City,District Faisalabad,Punjab,{D3CFDBE3-CF43-4FD8-96BB-F4D380E2CA80}
73.092,31.4356,Govt. Jamia Chishtia High School,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{35C2A12E-5748-43E1-86A5-9CF819E00674}
73.092,33.709,Shell Pump Near Aab Para Market,Khayaban-e-Suharwardy,,Islamamabad City,Disttirct Islamamabad,Punjab,{9F95FA1F-2D0D-4EAC-9E93-5702ACE98097}
73.0921,31.3971,Jamia Masjid Noorani,,,Faisalabad City,District Faisalabad,Punjab,{DAC30454-9DCF-48C3-A468-203CC956D6FF}
73.0921,31.4265,Bilal Market,,,Faisalabad City,District Faisalabad,Punjab,{9E7E862D-FC9F-441C-838F-5CD707365F9B}
73.0921,32.4492,Pind Mukko,,,Phalia,Gujrat,Punjab,{436CD469-FB1C-46FF-A916-EBA664D4707A}
73.0921,33.7338,HBL PV Headquarter,Constitution Avenue,,Islamamabad City,Disttirct Islamamabad,Punjab,{7D3050BC-41A7-40AC-8CF2-51893B74D90E}
73.0923,30.9624,Chak 403,,,Sumundri,Faisalabad,Punjab,{AF22CBEE-CF33-42C3-93AF-7B19173916BA}
73.0923,31.4352,Jamia Chishtia Chowk,Millat Road,,Faisalabad City,District Faisalabad,Punjab,{BFB2BE73-D298-49CB-AADA-B9753141A039}
73.0923,32.2178,Chak 19 Janubi,,,Kotmomin,Sargodha,Punjab,{F8AFC378-1D16-459E-AF4A-AF41FE68CB51}
73.0924,30.6624,Central Jail South East Corner,,,Sahiwal City,,Punjab,{DD2DE24D-43DF-45F6-A455-6EC0BE4B8F49}
73.0924,31.3865,Iqra Hospital Main Raod Warispura,,,Faisalabad City,District Faisalabad,Punjab,{168A7680-31ED-4439-A103-1522F8328D16}
73.0925,30.673,College Chowk,,,Sahiwal City,District Sahiwal,Punjab,{B49EDF2D-AB58-4FD6-9772-6807376A2B8E}
73.0925,31.4611,Masjid Umar Umar Block,,,Faisalabad City,District Faisalabad,Punjab,{6304A151-D61C-42B4-8B54-E4397BD79F49}
73.0925,33.2488,Mohra Haji Gul,,,Tehsil Gujar Khan,District Rawalpindi,Punjab,{2CC5CFD7-E578-4653-AD4C-D0D83FAE6FE2}
73.0926,33.7332,Software Tech Park,Constitution Avenue,,Islamamabad City,Disttirct Islamamabad,Punjab,{7106AAEF-95F5-491B-9071-C4B6516C1FEC}
73.0927,31.4317,Punjab Muslim High School,,,Faisalabad City,District Faisalabad,Punjab,{18AE5235-2839-496D-B895-4B589E763A35}
73.0928,30.307,Chak 63 EB,,,Teshil Arifwala,District Pakpattan Sharif,Punjab,{2EA16105-07F6-4C95-BE22-23C64F5A3C5C}
73.0928,31.4337,Jamia Masjid Islamia College,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{F8BFE780-F745-4E8D-B1BC-459A0AA5130C}
73.0928,31.4365,Mubarak Panshop  Millat Road,Millat Road,,Faisalabad City,District Faisalabad,Punjab,{929A96A9-0399-485F-9E7A-E6574EFF9FD1}
73.0928,31.453,Regional Office Open University,,,Faisalabad City,District Faisalabad,Punjab,{C32B04B8-7BDF-4398-A84F-02FFA942B72F}
73.0928,33.6678,Ojhri Khurd,,,,District Islamabad,Punjab,{FBD8EFE1-001C-41AD-9016-9B9038A68ECC}
73.0929,31.3921,Noman Motor Workshop  Peoples Colony No.2,,,Faisalabad City,District Faisalabad,Punjab,{04FDF371-1D84-4844-8729-6CC38A92F9C9}
73.0929,31.4294,Mughal Paint & Hardware Store Company Bagh Road,,,Faisalabad City,District Faisalabad,Punjab,{52A630A0-840B-4482-B08A-89A7FF2A9BD5}
73.092931,31.767788,Glotran Da Thatta,pindi-bhatian chiniot road,,,Jhang,Punjab,{A2480D9D-6DED-493D-A332-069987D8F9C4}
73.093,31.4275,Lari Adda,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{D0E0F605-AF43-445C-B929-81C572CC52DB}
73.093,31.453,Officer Block (Muslim Town End),,,Faisalabad City,District Faisalabad,Punjab,{6CB57D31-02AD-45D3-B84D-FAB811623622}
73.0931,30.5292,Chak 113-9L (Tulla Bhulla),,,Tehsil Sahiwal,District Sahiwal,Punjab,{49087137-258B-41A7-84F1-4DBCDD747D06}
73.0931,33.7292,Chowk Parliament House,Constitution Avenue,,Islamamabad City,Disttirct Islamamabad,Punjab,{B0B0BC2D-39FA-44E6-BEF7-BF324951D1B7}
73.0932,30.7405,Chak 56-GD,,,Tehsil Sahiwal,District Sahiwal,Punjab,{BF89292F-E0C5-4947-8C08-4FE267FE57CD}
73.0932,33.6565,Sohan,Sharah-e-Islamabad,,," District Islamabad",Punjab,{3D64BC9B-1125-4F58-9DDB-A286BA9C711D}
73.0933,30.2091,Chak 43 EB,,,Teshil Arifwala,District Pakpattan Sharif,Punjab,{692A74D6-0E31-4345-94BD-1781F1366413}
73.0933,31.4324,Islamia College Sargodha Road,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{C02DE1C8-F083-419F-B75F-6613FAB74253}
73.0933,31.4379,Mandi Shifa Khana  Millat Road,Millat Road,,Faisalabad City,District Faisalabad,Punjab,{6FFAE011-E1C5-4CF0-983B-A0A369D3B260}
73.0933,31.4604,Masjid Numrah Quaid-e-Azam,,,Faisalabad City,District Faisalabad,Punjab,{7913380E-7613-4DB9-BEA8-865CA44E99F5}
73.0934,30.6747,Govt College Sahiwal,,,Sahiwal City,,Punjab,{7103FDA6-9D71-4560-87C1-A33235192CBA}
73.0934,31.3012,Chamiana,,,Faisalabad,Faisalabad,Punjab,{379B6634-2C8A-44C4-9A77-4E690FB562BE}
73.0934,31.432,UBL Sargodha Road,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{55805318-0B13-40F9-B102-7D3EC4AA29AA}
73.0934,33.6271,Chowk Allah Wala,,,Rawalpindi City,District Rawalpindi,Punjab,{C8AF40B0-D5DE-4EE7-A705-6BCE09BFD70E}
73.0935,31.3875,Noman Hotel Main Raod Warispura,,,Faisalabad City,District Faisalabad,Punjab,{110AFB4A-EF30-4CEE-AD61-84AAA19319D9}
73.0935,33.7085,Pakistan Sports Board,Shahrah-i-Kashmir,,Islamamabad City,Disttirct Islamamabad,Punjab,{A65CDE2A-4533-46AA-BDBB-C60CF7CC0668}
73.0936,33.7321,Aiwan-e-Sadr,Constitution Avenue,,Islamamabad City,Disttirct Islamamabad,Punjab,{63957F98-4AEF-4B63-B511-3D4D061DD9FB}
73.0938,31.4178,Kohistan Luxury Coaches,,,Faisalabad City,District Faisalabad,Punjab,{4F1B09BB-503D-4EFB-892C-2E1615183F1A}
73.0938,31.4309,MCB Hijveri Town,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{73ACEE4A-433D-4AAB-A48C-EC4DAA4FBE4C}
73.0938,31.4391,Al-Farid Murgh Channey  Millat Road,Millat Road,,Faisalabad City,District Faisalabad,Punjab,{8CE2F8DC-ADF5-4FB3-882E-3350BF4492D2}
73.0939,30.6562,Jinnah Public Library,,,Sahiwal City,,Punjab,{F5CC8AE5-2862-4077-AF51-CBCE708BD41E}
73.0939,31.4103,Satiana Road Chowk,,,Faisalabad City,District Faisalabad,Punjab,{336E1AD8-2ECC-4F5D-BC26-DA76F83150A9}
73.0939,31.4195,FDA Office,,,Faisalabad City,District Faisalabad,Punjab,{439F5FC7-F5EB-4D8B-BB62-805E9FED4D60}
73.0939,33.7375,Pakistan Secretariat,,Sector F-5,Islamabad City,District Islamabad,Punjab,{998B640C-7EB5-4C28-B84E-FAF79E3FDA89}
73.094,30.1376,Machhi Singh,,,Teshil Arifwala,District Pakpattan Sharif,Punjab,{F9B6FD36-F91D-48B2-9C24-3FEFD27DEBF1}
73.094,31.4396,Man Pasand Sweets & Bakers,Millat Road,,Faisalabad City,District Faisalabad,Punjab,{FEA973A7-E979-42F9-A4D7-6718AD36F5F1}
73.094,31.4399,Chaudhary Medical Store Taj Colony  Millat Road,Millat Road,,Faisalabad City,District Faisalabad,Punjab,{293F86ED-547F-4FD1-B00C-0F8B64B4D35B}
73.094,31.4598,Govt Girls High School Nurpur,,,Faisalabad City,District Faisalabad,Punjab,{A8B09305-EB36-4CD1-9680-C1BA6934EA60}
73.0941,30.2444,Chak 33 EB,,,Teshil Arifwala,District Pakpattan Sharif,Punjab,{8829FE4F-DA9E-42C6-9812-8D6AD9AC0498}
73.0941,30.6572,Jahaz Ground Chowk,,,Sahiwal City,District Sahiwal,Punjab,{1CEE06D5-518E-4F2F-8B58-F50244762F0F}
73.0941,31.3937,Pak American School Peoples Colony No.2,,,Faisalabad City,District Faisalabad,Punjab,{FAC6521E-7A5F-4437-B1A3-E2B5BDF1C2CB}
73.0941,31.4103,Satiana Road Chowk Canal Road,,,Faisalabad City,District Faisalabad,Punjab,{6CFBD384-7E00-45D1-949D-A2152BCC6D8B}
73.0941,31.4298,Masjid Mubarak Chowk,Sargodha Road,,Faisalabad City,District Faisalabad,Punjab,{AA05CC32-8DB9-4264-975D-F26639074FBF}
73.094256,34.031981,Nowshera,Karakoram Highway Road,,,,NWFP,{E6606B47-4D52-43B1-83D8-B33D52D588AC}
73.0943,31.4299,Billo Pan Shop Sargodha Road,,,Faisalabad City,District Faisalabad,Punjab,{4A5C776C-11E4-4F98-8F92-912287BC11F3}
73.0944,31.4191,District Headquarter Hospital,,,Faisalabad City,District Faisalabad,Punjab,{B398D52C-9FD9-40CA-814B-0C8AEA47CF96}
73.0944,31.4409,Zahid Dawakhana  Millat Road,Millat Road,,Faisalabad City,District Faisalabad,Punjab,{A8616082-9F38-429D-A28F-144B89915491}
73.0944,31.4469,Chenab Electronics Sheikhupura Road,,,Faisalabad City,District Faisalabad,Punjab,{2D0A2A5B-0D2B-4CD9-8A96-0B0899D9DA75}
