X,Y,Location,Road,Area,City,District,Province,UID
74.3204,31.4743,Beacon House School Link Road Model Town,Model Town Link Road,Model Town,Lahore City,District Lahore,Punjab,{5F28AE62-4455-478F-8E35-DF0138622035}
74.3204,31.5198,Aab Para Markt,Wahdat Road,Ichhra,Lahore City,District Lahore,Punjab,{6004CF89-9C41-4FAA-A423-663C8E7C768D}
74.3204,31.5447,Suzuki Olympia Motors,Jail Road,,Lahore City,District Lahore,Punjab,{597EF7B5-E875-4222-965E-B0AF6137C38F}
74.3204,32.3929,Mafo Kamman,,,Tehsil Daskah,District Sialkot,Punjab,{DC869037-B2C8-452E-9D03-870E858BBD48}
74.3206,31.5546,Ganga Ram hospital,,,Lahore City,District Lahore,Punjab,{F340F268-D2B2-4832-A516-119B3C8A3855}
74.3207,31.484,Govt Girls High School Model Town,,Model Town,Lahore City,District Lahore,Punjab,{67C06B5D-B3E9-4F33-BA06-72A506BF3286}
74.3207,31.5616,Ensari,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{2095D89B-74FD-446F-8D13-12894B467196}
74.3208,31.5438,Khaleej Tower,Jail Road,,Lahore City,District Lahore,Punjab,{73D2237E-780A-4B31-997E-262CA3CE8022}
74.3208,31.5753,Amir Market Chambar Lane Road,,Gwalmandi,Lahore City,District Lahore,Punjab,{36A9CCFF-6D1F-487A-9E46-400D8F53BC3F}
74.3209,31.5325,Bandara Centre Ichhra,,Ichhra,Lahore City,District Lahore,Punjab,{1BC91B28-E604-4DD8-B3CB-533CF7B42F0F}
74.3209,31.5613,Sadiq Palaza,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{EEBD7D2A-F59E-49A6-8124-9214F3E29DF7}
74.3209,31.5614,Panorama Centre,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{8CDBC2AD-8AC8-46E1-BB51-5C5CAAE7D90A}
74.321,31.5011,Barkat Market,Allama Shabir Ahmad Usmani Road,,Lahore City,District Lahore,Punjab,{9D204F01-E723-4429-AB4C-FAC111DAC7B4}
74.321,31.5734,Dehli Central Dawakhana Railway Road,Railway Road,Gwalmandi,Lahore City,District Lahore,Punjab,{186BB99A-D683-4266-A67A-885281F9E5AD}
74.321,31.5758,Chowk Chambar Lane and Circular Road,Circular Road,,Lahore City,District Lahore,Punjab,{D0779586-D3B0-430D-8A4C-520ED46547EC}
74.321,32.3088,Ranjhal,,,Tehsil Daskah,District Sialkot,Punjab,{C8C86FA4-F9B5-43A7-9105-86E31150ACA6}
74.3211,31.526,Hamid Medical Store (Fazle Elahi Road Rehmanpura Ichhra),,Ichhra,Lahore City,District Lahore,Punjab,{45442B02-CCE0-49B5-B6EC-29D5E68B6B1C}
74.3211,31.5326,Ichhra Stop,Ferozepur Road,Ichhra,Lahore City,District Lahore,Punjab,{C9A70FA2-A3EF-4377-9EB8-61DBE3C1B7CF}
74.3211,31.5553,Chowk Ganga Ram,,,Lahore City,District Lahore,Punjab,{42A1DB0C-9C52-48FB-BC97-E76D5DC4FBFD}
74.3212,31.457,Jamia Masjid GECHS,,Township,Lahore City,District Lahore,Punjab,{094734D5-8F59-4014-9078-89130B6093DB}
74.3212,31.5615,Panorama Centre,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{58E9BB0B-9F43-49DC-BA41-BE43A04813B7}
74.3212,31.5877,Kashmiri Gate,Circular Road,,Lahore City,District Lahore,Punjab,{8F5C247E-771B-435F-82A4-29A9CBC07855}
74.3213,31.4827,Govt Model Town Hospital,,Model Town,Lahore City,District Lahore,Punjab,{2514B8D5-5C8D-4D9C-8966-8F2C52C61420}
74.3213,31.5664,Mcload Road Chowk,,,Lahore City,District Lahore,Punjab,{4B4524FF-AA6C-46F8-9046-C44424EB124A}
74.3214,31.4622,Habib Homes Society Gate,Peco Road,,Lahore City,District Lahore,Punjab,{D7A14D4C-5AD9-42C6-BB0E-C185809FAAFD}
74.3214,31.569,Bakhtiar Labour Hall Nisbat Road,,,Lahore City,District Lahore,Punjab,{C1269DAC-51DD-4E3D-87ED-3438BD57FE93}
74.3215,31.4577,Govt Employees Corporation Housing Society Office,,Township,Lahore City,District Lahore,Punjab,{6F21A1B6-C7E9-44B6-BA95-15B55E847CCE}
74.3215,31.5736,Dawakhana Hakim Ajmal Khan Railway Road,Railway Road,Gwalmandi,Lahore City,District Lahore,Punjab,{85A08CCB-B6F0-4453-9747-69CFCE44F5DE}
74.3216,31.4534,Zeshan Bakers,,Township,Lahore City,District Lahore,Punjab,{D2D855C7-AD8F-4D1F-AB4E-57BA54E3484D}
74.3216,31.5436,Eden Centre,Jail Road,,Lahore City,District Lahore,Punjab,{D35B1342-779D-4790-8533-A7EFAA10CDCF}
74.3217,31.4767,Quaid-e-Azam Law College,Model Town Link Road,Model Town,Lahore City,District Lahore,Punjab,{4C9DA1C2-B1AE-47D6-811C-AF8CCE91FD1B}
74.3217,31.5762," Near Mochi Gate & Police Station Rang Mahl",Circular Road,,Lahore City,District Lahore,Punjab,{0A066DA9-9F40-4512-BF91-4B69A84D910C}
74.3218,31.5254,Hassan Auto Workshop  (Fazle Elahi Road Rehmanpura Ichhra),,Ichhra,Lahore City,District Lahore,Punjab,{C2174450-D56D-4659-839C-6E3FA30930A6}
74.3218,31.53,Chowk Shah Jamal,Ferozepur Road,Ichhra,Lahore City,District Lahore,Punjab,{BBD8E560-324B-40E9-800A-053C8AABB460}
74.3218,31.5661,Madni Muhammadi Nihari,,,Lahore City,District Lahore,Punjab,{3A549F3B-8EC7-4259-A7B5-F8E89CD13008}
74.3219,31.4499,Sulehri Chemicals,,Township,Lahore City,District Lahore,Punjab,{576C4FD3-E6F1-4C07-B311-44AAAA19779B}
74.3219,31.4815,Govt. Model Town Library,,Model Town,Lahore City,District Lahore,Punjab,{B0F20199-299A-42E4-9868-9F6F5CD55951}
74.322,31.43,Tahat Phatak,,,Lahore City,District Lahore,Punjab,{F26988DD-C9EF-4AB8-B9D6-0B0121BD1364}
74.322,31.5609,Raja Sahib,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{FCA4FAAB-A5D1-468A-A5D3-8358CE905C73}
74.3221,31.4463,Hamdard Factory,,,Lahore City,District Lahore,Punjab,{952109D6-794D-4959-8E51-FE6C18BED899}
74.3222,31.4619,Niazi CNG,Peco Road,,Lahore City,District Lahore,Punjab,{00D16454-8D07-4DFC-A0A7-CF0AC10B6877}
74.3222,31.5204,Gohar Centre,Wahdat Road,Ichhra,Lahore City,District Lahore,Punjab,{6A474D8F-DCD8-46EB-B0D9-7F24E9E829F4}
74.322298,35.916915,Jamal Hotel,,,Gilgit City,District Gilgit,Nothern Areas,{C0E34088-D08A-48C6-B945-04D895C342B3}
74.3223,31.4616,Govt Employees Corporation Housing Society Gate,Peco Road,Township,Lahore City,District Lahore,Punjab,{A2C6C85A-A6EC-499A-901C-260FDC136DAE}
74.3223,31.5015,Barkat Market,Allama Shabir Ahmad Usmani Road,,Lahore City,District Lahore,Punjab,{3AE4B98E-9527-402A-8E27-9E8C28A8F11D}
74.3224,31.6564,Nathu Kot,,,Ferozewala,Sheikhupura,Punjab,{77FDAF5B-783C-40D6-97AF-4A0C9DD7E2C4}
74.3225,31.561,Dawood Bankd Limited,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{347B4E7D-9CF7-4EBD-8EDA-8D3F3AE6B9C3}
74.3225,31.5669,Income Tax,,,Lahore City,District Lahore,Punjab,{BA3D4D1C-122A-4DE5-A46D-2086971EC528}
74.3225,32.5075,Haddoke,,,Tehsil Daskah,District Sialkot,Punjab,{C6513DE0-4A55-4D09-8FD5-CBAD28EB53CD}
74.3226,31.5655,Beadon Road Chowk,,,Lahore City,District Lahore,Punjab,{B2CD87EF-D631-4552-B8DD-6690EF3D1BC4}
74.3227,31.5275,Caltex,Ferozepur Road,Ichhra,Lahore City,District Lahore,Punjab,{B00CB3EE-6DDE-4F38-BF6E-FC1C94810ECA}
74.3227,32.2724,Nanoke,,,Tehsil Daskah,District Sialkot,Punjab,{D6E2EBA3-AEBB-42BC-A6C1-5A2748B620C3}
74.3228,31.5247,Chiniot Royal Pakwan (Fazle Elahi Road Rehmanpura Ichhra),,Ichhra,Lahore City,District Lahore,Punjab,{58C9E51F-159C-4DF4-B4FC-FC1C91630637}
74.3228,31.5551,Children Emergency Ganga Ram,,,Lahore City,District Lahore,Punjab,{6A151F9E-2325-4C57-8266-A437B32EF0E7}
74.3228,31.5606,Ferozesons,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{23CA041E-4CE4-4F2A-9344-08DFF9C2D482}
74.322829,35.917237,Park Hotel,,,Gilgit City,District Gilgit,Nothern Areas,{88C3D368-733A-4512-A674-92F782F22D94}
74.3229,31.5654,Chowk,,,Lahore City,District Lahore,Punjab,{E3104D1D-68D1-450E-A5FA-9803EBF9B589}
74.323,31.4192,Gawala Colony,,,Lahore City,District Lahore,Punjab,{60ED3444-943C-4113-9498-09FD43BC8682}
74.323,31.5482,Drug Testing Laboratory Birds Wood Road,,,Lahore City,District Lahore,Punjab,{0940B02E-A595-405C-911F-122D63AB8966}
74.3232,32.2559,Chak Gillan,,,Tehsil Daskah,District Sialkot,Punjab,{3054F0F5-AE37-4666-9A12-A9B56B31783A}
74.3233,31.4527,Hamid Nizami Chowk,,Township,Lahore City,District Lahore,Punjab,{2CDB4729-8D0A-438D-859C-310EB6963831}
74.3233,31.4615,Nissan Motors Township,Peco Road,,Lahore City,District Lahore,Punjab,{21C43A4B-721C-4B63-B9C6-51567EB9F869}
74.3234,31.4415,Rose Bread,,,Lahore City,District Lahore,Punjab,{FF68D93F-4D20-44C6-AF2C-5356829EF4AD}
74.3234,31.5603,Alflah Buliding,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{B8570145-DE13-4DC2-AF76-7F5F69BD1E25}
74.3234,31.565,Wazirabad Traders,,,Lahore City,District Lahore,Punjab,{B10381E5-35E3-464A-8531-36EFA6E9AD94}
74.3234,31.5671,Chowk Abbot Road,,,Lahore City,District Lahore,Punjab,{AFEAB2C8-63FA-451E-A9C4-675C7FCF292E}
74.3234,32.2875,Golotian Khurd,,,Tehsil Daskah,District Sialkot,Punjab,{C7CAF4A6-23BB-40DE-B766-4F32B847B0AB}
74.323467,35.922348,PTDC Motel,Babar Road,,Gilgit City,District Gilgit,Nothern Areas,{BD78E0AA-9799-4B48-96AB-4BC5940AEDA7}
74.3235,31.4611,Jinnah Islamia College of Commerce,Peco Road,,Lahore City,District Lahore,Punjab,{DEAF72F0-8EB5-4F6C-88FE-6F47558E8A50}
74.3235,31.5669,Beadon Road Chowk,,,Lahore City,District Lahore,Punjab,{F7708660-19E0-4EFB-B305-66154F835C41}
74.3235,32.3876,Thakar Mohe,,,Tehsil Daskah,District Sialkot,Punjab,{F5240B07-FF54-4F02-A3F9-9A43F42E24F2}
74.323565,35.923888,Chinaar Bagh,River View Road,,Gilgit City,District Gilgit,Nothern Areas,{42FB55D3-8084-410F-ADB6-2BFF1C92A019}
74.3236,31.5242,Start of Fazle Elahi Road,Ferozepur Road,Ichhra,Lahore City,District Lahore,Punjab,{C5F03C5A-7CBF-49F8-B370-D49A5395C188}
74.3236,31.5679,Govt. Dayal Sing College Nisbat Road,,,Lahore City,District Lahore,Punjab,{1A5B8530-1F44-4552-ACA6-381F66D4E1B1}
74.3236,32.2033,Basiwala,,,Gujranwala,Gujranwala,Punjab,{5E71D04B-971A-4FB9-A31F-B481B2970BEB}
74.3237,31.4804,Model Town Park,Model Town Link Road,Model Town,Lahore City,District Lahore,Punjab,{3CB6B061-C30C-4EFD-8A50-7E03F3C8158F}
74.3237,31.5459,Kids Glaxy Birds Wood Road,,,Lahore City,District Lahore,Punjab,{A973A98C-DFB3-4622-ADDB-AC9CA283F19A}
74.3238,31.5762,Chowk Adda Crown Bus,Circular Road,,Lahore City,District Lahore,Punjab,{A9CB1DE0-4E3B-479B-BCFC-86F3BBF627B4}
74.3239,31.4612,Caltex,Peco Road,,Lahore City,District Lahore,Punjab,{DED3CACF-FACF-4B99-8A36-0C71BED1C202}
74.3239,31.5455,Services Institue of Medical Science,,,Lahore City,District Lahore,Punjab,{4F694C3F-11DF-414F-A8EF-7E49CD040323}
74.324,31.502,Shoping Hall,Allama Shabir Ahmad Usmani Road,,Lahore City,District Lahore,Punjab,{0DB4728B-9B7B-42F2-8ABE-F9C8A320762D}
74.3241,31.5449,Dr. Sayyed Akhtar Clinic Birds Wood Road,,,Lahore City,District Lahore,Punjab,{680F3300-15E4-45DA-8097-DB426A3F56FE}
74.3241,31.5739,Chowk Burf Khana Railway Road,Railway Road,Gwalmandi,Lahore City,District Lahore,Punjab,{95810BEE-91ED-4037-A943-B7FF56501153}
74.3242,31.3921,Nala Bridge,,,Lahore,District Lahore,Punjab,{98E3CACF-F7C4-46F5-90CB-6CBD703E418D}
74.3242,31.5599,Chairing Cross,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{ED7F5117-2DD8-43E7-B275-A2F4C16D4CDA}
74.3242,31.5775,Aqsa Chemicals,Circular Road,,Lahore City,District Lahore,Punjab,{6409F2EA-90B4-467C-8479-86A5F3F19BE2}
74.3243,31.5433,Birds Wood Road,Jail Road,Shadman Colony,Lahore City,District Lahore,Punjab,{799D4F78-BF6F-4F0D-B83B-A3183E8C1D79}
74.3244,31.4609,Najam Motor Engineering,Peco Road,,Lahore City,District Lahore,Punjab,{41409792-76BC-486D-8CAD-11AA05D24B99}
74.3244,31.5432,NFC Office,Jail Road,Shadman Colony,Lahore City,District Lahore,Punjab,{A11B5939-C8A9-4608-831A-7D3C2FF3240B}
74.3244,31.5614,MPA Hostel,,,Lahore City,District Lahore,Punjab,{05C8E6AA-1ED5-4D8E-9CA9-5B22CB0E78CB}
74.3244,31.5761,Zahid Trading Coporation  Brandrith Road,Circular Road,,Lahore City,District Lahore,Punjab,{77DC9371-F84E-48E9-BD6B-B1FC307C13E4}
74.3245,31.5219,Jamia Ashrafia,Ferozepur Road,Ichhra,Lahore City,District Lahore,Punjab,{E87ED05E-0319-4BCA-927F-C2278D6320F0}
74.3245,31.5597,Assembly Hall,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{451F7939-3FC1-43F0-80A9-8D41FA6DED13}
74.3245,31.5673,Lakshmi Chowk Mclaod Road,,,Lahore City,District Lahore,Punjab,{A9EFF9A0-AD04-4F0D-B774-259B171D475D}
74.3245,31.5871,Sheranwala Gate,Circular Road,,Lahore City,District Lahore,Punjab,{213087F9-9B00-40C0-8345-3950BF462D26}
74.3247,31.3848,Karmanwala Rice Mills,Defence Road,,Lahore,District Lahore,Punjab,{112010ED-0453-4994-A749-8BEE79521627}
74.3247,31.543,Weather Radar,Jail Road,Shadman Colony,Lahore City,District Lahore,Punjab,{03830DBD-5A1C-411B-BEB7-7667D96F04D6}
74.3248,31.5208,Muslim Town Mor,Ferozepur Road,,Lahore City,District Lahore,Punjab,{C0109794-A8F0-413C-A81B-AE6A5241A178}
74.3249,31.5457,Hotel Royal Garden,,,Lahore City,District Lahore,Punjab,{6732D94E-CB24-41EF-95B6-97100A6A0753}
74.3249,32.6919,Bhillow,,,Gujrat,Gujrat,Punjab,{024E84EC-D14F-4DC1-A761-24354CE98B71}
74.325,31.5177,University of Central Punjab,Canal Road,,Lahore City,District Lahore,Punjab,{C2579001-8370-4C6C-8743-B0515DFCE8F3}
74.325,31.564,Health Department Director,,,Lahore City,District Lahore,Punjab,{75660A6B-02F2-48D2-8E0A-412B6EC6EDBF}
74.325,31.567,Tabbaq Hotel (Abbot Road),,,Lahore City,District Lahore,Punjab,{D407271E-EE2A-41A1-A073-D250E6FB622F}
74.325,31.5742,Islami College Railway Road,Railway Road,Gwalmandi,Lahore City,District Lahore,Punjab,{6303C3AF-2D23-45AC-8E17-AF8FBD42588E}
74.325,31.5788,Akbari Mandi,Circular Road,,Lahore City,District Lahore,Punjab,{C4E4C9FD-1436-499B-878B-0ADD7ACE47AD}
74.3251,31.4889,Bank Square Market,,Model Town,Lahore City,District Lahore,Punjab,{4A90BCAA-E69C-40B4-8308-0698BB7B651B}
74.3251,31.5023,Total Pump,Allama Shabir Ahmad Usmani Road,,Lahore City,District Lahore,Punjab,{A3950805-FAD8-4A5B-89A7-31AF845E3C22}
74.3252,31.5544,Board of Intermediate & Secondary Education LHR,,,Lahore City,District Lahore,Punjab,{5873EC84-57F7-488C-9602-56159D4B64C8}
74.3253,31.5465,Drug Court Kachha Lawrence Road,,,Lahore City,District Lahore,Punjab,{A70BDAD1-8282-4D81-8F2B-CC416617FC91}
74.3254,31.5762,Muhammadia Electric Market,,,Lahore City,District Lahore,Punjab,{6E039BA2-5E24-4A46-86C7-92074783FB05}
74.325416,35.921704,New Tourist Cottage,,,,,,{A4F3581A-2127-425A-B786-1123F63D162C}
74.3255,31.5668,Sanai Hotel (Abbot Road),,,Lahore City,District Lahore,Punjab,{A54895AD-61B7-40D3-A248-1620484738FB}
74.3255,31.5793,Gridstation Mochi Gate,Circular Road,,Lahore City,District Lahore,Punjab,{969E94FB-3A0E-42F8-9B7B-8F4AA188EBF6}
74.3256,31.48,Mubarak Masjid DPS School,,Model Town,Lahore City,District Lahore,Punjab,{19C80BDB-43D1-4526-AD28-7B3D14E758DC}
74.3256,31.5604,Assembly Hall & Wapda House,,,Lahore City,District Lahore,Punjab,{2C16EDA3-4F71-41B3-AE2E-E7122B69775C}
74.3256,31.5744,BBJ Pipes Railway Road,Railway Road,Gwalmandi,Lahore City,District Lahore,Punjab,{6806192D-7D2F-4AA9-BF37-1D4E78B60B24}
74.3258,31.5594,Wapda House,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{2687CA47-3888-451E-B22C-A461F798F6C4}
74.3258,31.5636,Punjab Forest Company,,,Lahore City,District Lahore,Punjab,{2DCEAE47-3457-49EC-9F34-9AEF35F1AB32}
74.3259,31.5475,Lawrence Departmental Kachha Lawrence Road,,,Lahore City,District Lahore,Punjab,{01A3A57B-4FE2-4431-A527-E9E0260A658B}
74.3259,32.7508,Chechi,,,Gujrat,Gujrat,Punjab,{0E3CFC40-F4CA-49F7-9E62-7EC28FAD710E}
74.326,31.3852,Beta Pipe Factory,Defence Road,,Lahore,District Lahore,Punjab,{E069D2B2-090A-487D-9148-5815EEB2CC7E}
74.326,31.5538,Bagh-e-Jinnah Jasmine Gate,,,Lahore City,District Lahore,Punjab,{CE2CCAAB-5518-4EA1-A133-54762FDB7105}
74.326,31.5588,Zoo,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{7FE254A4-064C-4772-B2C7-D91455000F76}
74.326,31.576,HBL  Brandrith Road,,,Lahore City,District Lahore,Punjab,{A00474F7-BB1A-406E-9325-333CAB4AEB08}
74.326,31.5805,Model School Dehli Gate,Circular Road,,Lahore City,District Lahore,Punjab,{5AF6D072-E2FA-4ECE-A097-7EB91E008CFC}
74.3261,31.5679,Asif Building,,,Lahore City,District Lahore,Punjab,{E7D76EA5-229E-4E6D-B2C1-FAAAA7FC1D58}
74.3264,31.5801,Darbar Hazrat Sayyed Muhammad Ghos Shah,Circular Road,,Lahore City,District Lahore,Punjab,{32AE01E0-8279-4BDC-A9AC-6E136339B3C5}
74.3265,31.5487,Dancom Kachha Lawrence Road,,,Lahore City,District Lahore,Punjab,{3E771F1C-976E-44BA-BC66-7B86D106B456}
74.3265,31.5632,Chowk Duty Free Shop,,,Lahore City,District Lahore,Punjab,{F8BFF797-5C49-436E-BB8E-33FA7BD3448E}
74.3267,31.576,Shop #32  Brandrith Road,,,Lahore City,District Lahore,Punjab,{795EDD66-9157-484A-9A2A-47A6B73F7E90}
74.3268,31.4579,Dawn Bread Head Office Kot Lakhpat Industrial Area,,,,,,{58ED23E8-F3A3-4402-BA72-C8D11C643614}
74.3268,31.5527,Zeenat Laboratory,,,Lahore City,District Lahore,Punjab,{20779643-12CE-46B5-8995-747CAA03C8AE}
74.3268,31.5641,Monoo House (Mintgomri Road),,,Lahore City,District Lahore,Punjab,{D93502D3-D8D3-4309-B03A-C288A3F925C0}
74.3269,31.46,Asghar Pharmacy,Peco Road,,Lahore City,District Lahore,Punjab,{3CAB990C-BB6F-4664-98E1-C94E66C09FF4}
74.3269,31.5663,Moeen Centre (Abbot Road),,,Lahore City,District Lahore,Punjab,{B9A5CCE1-A0B8-4465-B64A-14AC4E9A9077}
74.327,31.5605,PIA Office,,,Lahore City,District Lahore,Punjab,{4E3A3821-1477-44BD-813A-71B627806618}
74.3271,31.4399,Race Club,,,Lahore City,District Lahore,Punjab,{A28C5044-E641-4F93-8258-5A0F6552E0C8}
74.3271,31.5194,Recue,Ferozepur Road,,Lahore City,District Lahore,Punjab,{1604A622-9E6C-45F0-91EC-06C962435C7B}
74.3271,31.5197,Ferozepur Road Under-pass,Canal Road,,Lahore City,District Lahore,Punjab,{B39BA0CC-5D89-407E-9B56-9B6FDEBB09AA}
74.3271,31.5809,Shokat Ali Manzal,Circular Road,,Lahore City,District Lahore,Punjab,{F13835AB-05AF-47EE-A0BF-254E05275A45}
74.3271,32.0013,Machhrala Kalan,,,Kamonke,Gujranwala,Punjab,{C3D9E066-6155-4D71-BAE3-DFB8292CCF30}
74.3272,31.4596,Pindi Stop,Peco Road,Township,Lahore City,District Lahore,Punjab,{2DB78B6D-590C-4646-ABAE-726DB8788E8F}
74.3272,31.5653,Leader Inn (Mintgomri Road),,,Lahore City,District Lahore,Punjab,{ADDFCB9D-DED6-4AC3-996D-72C677CF1C8C}
74.3272,32.4906,Jethike,,,Tehsil Daskah,District Sialkot,Punjab,{4C3F393E-0BBA-4111-A5FB-86F20A9E0CDD}
74.3273,31.5301,Yousaf Clinic,,Shadman Colony,Lahore City,District Lahore,Punjab,{40C60069-4AD8-4385-A93D-EBFA51CAADCE}
74.3273,31.5815,Masjid Infront of Dehli Gate,Circular Road,,Lahore City,District Lahore,Punjab,{D8D8016E-319A-4535-8C29-3B7AB166E661}
74.3273,31.5817,Dehli Gate,Circular Road,,Lahore City,District Lahore,Punjab,{743136CB-4FFE-4582-85A7-BF90B9C997EC}
74.3274,31.5586,Avari Hotel,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{E839D395-882F-42D7-A046-1A2E438A3CA9}
74.3274,31.5628,Japan Centre,,,Lahore City,District Lahore,Punjab,{514C991B-FDCB-4AE6-A727-424830672801}
74.3274,31.566,Mintgomri & Abbot Road Cross Chowk,,,Lahore City,District Lahore,Punjab,{DD501421-4F1D-492D-A9A0-4BE78D823266}
74.3274,32.2643,Golotian Kalan,,,Tehsil Daskah,District Sialkot,Punjab,{438B9986-AB9F-410D-ADF0-BE37FCB282F1}
74.3275,31.1446,Theh Shaikham,,,,District Kasur,Punjab,{7AAF67FD-63E5-409D-9B58-BD651510D5EC}
74.3275,31.5509,Bagh-e-Jinnah Lotus Gate,,,Lahore City,District Lahore,Punjab,{64A27A3E-952E-4F70-937C-1918D726AB61}
74.3275,31.5689,Empire Hotel Mcload Road,,,Lahore City,District Lahore,Punjab,{FE1AF7E7-3298-4478-8853-DAA318715670}
74.3275,31.5751,Chaudry Metal House Railway Road,Railway Road,Gwalmandi,Lahore City,District Lahore,Punjab,{6FF63772-676D-402E-B61F-8ED05324CA5D}
74.3276,31.4598,Pindi Stop,Peco Road,,Lahore City,District Lahore,Punjab,{833D0097-F549-422A-8C18-DA991638BD9C}
74.3276,31.5759,Diamond Harware Store Brandrith Road,,,Lahore City,District Lahore,Punjab,{21255DCB-F12F-4F32-B0DA-4B52EA0F9D11}
74.3278,31.5578,Chowk near Alhamra Centre,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{F03E4038-FC62-42EB-BD08-11C890F279C2}
74.3278,31.5821,Walking Bridge Near Dehli Gate,Circular Road,,Lahore City,District Lahore,Punjab,{B32AFCD3-7323-45B8-8BCC-83DF55EF7338}
74.3279,31.5675,Ahad Motors (Mintgomri Road),,,Lahore City,District Lahore,Punjab,{74D62669-9A02-47FF-86D4-C385C0B85CC1}
74.3279,31.5821,CIA City,Circular Road,,Lahore City,District Lahore,Punjab,{2D4715E3-489C-4718-8D9A-0D8755B1CB8D}
74.328,31.5317,Fawarah Chowk,,Shadman Colony,Lahore City,District Lahore,Punjab,{877443FF-E2F5-4442-8823-6685AFDC057B}
74.328094,35.923134,Jinnah Bridge,,,Gilgit City,District Gilgit,Nothern Areas,{B66ECC5C-DCB8-4973-8143-245EB6ACF95B}
74.3281,30.9619,Jagwala,,,,District Kasur,Punjab,{495A038E-6CA8-4B54-8E9E-12AFEE8AFFB5}
74.3281,31.5608,Falettis Hotel,,,Lahore City,District Lahore,Punjab,{C3921CDC-E13D-4E1F-8B73-D45424480A15}
74.3282,31.1941,Rao Khanwala,,,,District Kasur,Punjab,{4248101E-C772-4A2F-8717-8F397A894AC4}
74.3282,31.5037,Izhar Pvt Ltd,Kalma Chowk-Barkat Market Road,New Garden Town,Lahore City,,Punjab,{A37B744D-CE1E-460B-8C0B-A2013B7EE155}
74.3282,31.5331,Muslim College of Commerece,,Shadman Colony,Lahore City,District Lahore,Punjab,{99FA19CF-0B23-4071-B8CF-E8EA4F9CBCF0}
74.3282,31.5682,Filter House (Mintgomri Road),,,Lahore City,District Lahore,Punjab,{A8D67DAD-4225-4679-BBDD-7211EADFACA7}
74.3282,31.5851,Police Station Yaki Gate & Govt. Nawaz Sharif Hospital,Circular Road,,Lahore City,District Lahore,Punjab,{856B1B47-0A47-4D47-94B1-0DC99CBF17F5}
74.3283,31.4889,Model Town Park Gate,Model Town Link Road,Model Town,Lahore City,District Lahore,Punjab,{D2669B54-6324-43D5-A6D3-EA88BEFE2BC0}
74.3283,31.5167,Police Welfare Driving School,Ferozepur Road,,Lahore City,District Lahore,Punjab,{9E99023C-63B9-45FD-8D59-750F8845BDAA}
74.3283,31.5694,Lahore Hotel Chowk,,,Lahore City,District Lahore,Punjab,{9740D91B-B220-41A4-8719-EA8D8AD74A57}
74.3284,31.4594,Suzuki Township Motors,Peco Road,,Lahore City,District Lahore,Punjab,{28A551C8-0487-40AA-8F64-8EE0563FD507}
74.3284,31.5356,Fatima Medical,,Shadman Colony,Lahore City,District Lahore,Punjab,{F8567A6D-9A79-426A-806F-446030302FDD}
74.3285,31.5755,Chowk Dalgran,Railway Road,Gwalmandi,Lahore City,District Lahore,Punjab,{49E77CE6-E226-41B7-877B-B1A5B31F9465}
74.3286,31.7162,Chak 41,,,Ferozewala,Sheikhupura,Punjab,{0839FD72-F58F-4B80-B4A1-708AFFB0EB19}
74.3287,31.5378,Chowk Shadman Market,,Shadman Colony,Lahore City,District Lahore,Punjab,{3754CD58-E4DF-474B-A44D-2D04BA34F4C6}
74.3288,31.5118,Hamid Latif Hospital (Ferozepur Road),Ferozepur Road,Gulberg,Lahore City,District Lahore,Punjab,{EDB9BC37-7D87-41B9-A68E-864E4B9F2056}
74.3288,31.5391,Shadman Market,,Shadman Colony,Lahore City,District Lahore,Punjab,{3E3EEBEB-3886-4C01-A6D6-7691703981CB}
74.3288,31.5579,Al-Hamra Centre,Shahrah-i-Quaid-i-Azam,,Lahore City,District Lahore,Punjab,{46E7DB0B-E100-4617-8688-D2EC6EAA3A01}
74.3288,31.5654,Mehran Hotel,,,Lahore City,District Lahore,Punjab,{985AF42C-E285-43E8-AEEE-881BDBC24EFE}
74.3288,32.6296,Chopna,,,Gujrat,Gujrat,Punjab,{804A040F-BA68-4699-A230-77BA8446880B}
74.329,31.4423,Lahore Race Club Gate,,,Lahore City,District Lahore,Punjab,{35F5B7C1-EA0B-4862-9713-B6C5D01F9305}
