X,Y,Location,Road,Area,City,District,Province
61.804359,25.070173,Jiwani Airport,,Jiwani Tehsil,",",",",Belutschistan
62.2798,25.2784,Zero Point,,,Gawadar City,,Baluchistan
62.3179,25.1216,Gwadar Westren Beach,,,Gawadar City,,Baluchistan
62.3212,25.1365,Marvi Hospital,,,Gawadar City,,Baluchistan
62.322,25.2225,New World City,,,Gawadar City,,Baluchistan
62.3229,25.1108,Gawadar Cricket Ground,,,Gawadar City,,Baluchistan
62.3236,25.1194,Mosque in Gwadar,,,Gawadar City,,Baluchistan
62.3241,25.2067,Jinnah Avenue,,,Gawadar City,,Baluchistan
62.3246,25.115,Gwadar Port Beam,,,Gawadar City,,Baluchistan
62.3249,25.104,Gwadar Sea Port,,,Gawadar City,,Baluchistan
62.3253,25.1035,Hotel Marjjan,,,Gawadar City,,Baluchistan
62.3254,25.1133,Football Playground,,,Gawadar City,,Baluchistan
62.3286,25.1084,Pindok Ammal's Garden,,,Gawadar City,,Baluchistan
62.3288,25.1032,Pearl Continental Hotel Gwadar,,,Gawadar City,,Baluchistan
62.329444,25.233056,Gwadar International Airport,",",",",",",",",Balochistan 
62.33,25.1565,Airport Road Gwadar,,,Gawadar City,,Baluchistan
62.3311,25.2312,Gwadar International Airport,,,Gawadar City,,Baluchistan
62.3326,25.1138,Gwadar Fish Harbour,,,Gawadar City,,Baluchistan
62.3334,25.108,Mull Band,,,Gawadar City,,Baluchistan
62.342,25.1107,Gawadar Port,,,Gawadar City,,Baluchistan
62.3421,25.2105,Hassan Al Balushi  town,,,Gawadar City,,Baluchistan
62.352,25.2189,Makran Costal Highway,,,Gawadar City,,Baluchistan
62.926,27.9636,Qila Ladgasht,,,,,Baluchistan
63.016,26.0003,Wared Telecom Tower,,,Turbat City,,Baluchistan
63.0175,26.0006,Govt.Boys High School Shahi Tump,,,Turbat City,,Baluchistan
63.0202,26.0001,Kacha Mosque,,,Turbat City,,Baluchistan
63.0216,25.9922,kech grammer high school turbat,,,Turbat City,,Baluchistan
63.0248,26.0004,Al-Shifa Clinic,,,Turbat City,,Baluchistan
63.0278,25.9888,Turbat Airport,,,Turbat City,,Baluchistan
63.029522,25.987272,Turbat International Airport,",",",",Turbat,",",Belutschistan
63.0308,26.0008,Imam Beel House,,,Turbat City,,Baluchistan
63.0321,25.993,Airport Chowk,,,Turbat City,,Baluchistan
63.0339,25.9917,Turbat Stadium,,,Turbat City,,Baluchistan
63.0371,25.9985,masjid phulabadi bazaar turbat makran balochistan,,,Turbat City,,Baluchistan
63.0378,26.0013,crossing airport road turbat bazaar makran balochistan,,,Turbat City,,Baluchistan
63.0388,25.9978,turbati house kech makran balochistan,,,Turbat City,,Baluchistan
63.0392,26.0015,Chahsar Cross,,,Turbat City,,Baluchistan
63.0436,26.0021,Aslam Ice Factory,,,Turbat City,,Baluchistan
63.0534,26.0045,CINEMA TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0538,26.0031,GOVERNMENT BOY MADEL HIGH SCHOOL TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0538,26.0042,Cinema Chowk,,,Turbat City,,Baluchistan
63.0543,26.0198,kech kore bridge first part,,,Turbat City,,Baluchistan
63.055,26.0248,kech kore bridge second part,,,Turbat City,,Baluchistan
63.0551,26.0055,Pak Hotel,,,Turbat City,,Baluchistan
63.0565,26.0064,Gul Rang Hotel,,,Turbat City,,Baluchistan
63.0569,26.0056,khuzdar bus stop,,,Turbat City,,Baluchistan
63.0571,26.0046,ATF Court and A.C. Office,,,Turbat City,,Baluchistan
63.0575,25.9976,GOVERNMENT DEGREE COLLEGE TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0599,26.031,kech kore bridge third part,,,Turbat City,,Baluchistan
63.06,26.0041,POLICE STATION TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0618,26.033,police check post,,,Turbat City,,Baluchistan
63.062,26.0061,G.P.O.,,,Turbat City,,Baluchistan
63.0628,26.0389,ZUBAIDA JALAL ROAD MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0632,26.0043,Turbat Medical Centre,,,Turbat City,,Baluchistan
63.0634,25.9899,OPD DHQ Hospital Turbat,,,Turbat City,,Baluchistan
63.0634,25.9972,INTER SERVICES INTELI GENCE OFFICE TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0634,26.0035,Baloch Hospital,,,Turbat City,,Baluchistan
63.0634,26.0063,Radio Pakistan,,,Turbat City,,Baluchistan
63.0639,26.0352,FLOUR MILL TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0644,26.0365,Isa Hotel,,,Turbat City,,Baluchistan
63.0645,26.037,CROSSING MAND AND KARACHI ROAD TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0661,26.0079,Govt boys middle school singanisar,,,Turbat City,,Baluchistan
63.0663,26.0387,HOTEL CROSSING MAND AND KARACHI ROAD TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0674,25.9884,T T C Goveroment House turbat kech makran balochistan,,,Turbat City,,Baluchistan
63.0674,25.9996,Major FC Office,,,Turbat City,,Baluchistan
63.0674,26.0038,Gate FC Camp,,,Turbat City,,Baluchistan
63.0697,26.0036,CROSSING MAND ROAD TURBAT KECH MAKRAN BALOCHISTAN,,,Turbat City,,Baluchistan
63.0699,26.0035,Absar Crossing,,,Turbat City,,Baluchistan
63.0742,26.003,Dokurm Absar Bridge,,,Turbat City,,Baluchistan
63.0773,26.0067,Govt boys high school Absir kech,,,Turbat City,,Baluchistan
63.082,26.0404,Jusak Boys School,,,Turbat City,,Baluchistan
63.0832,26.0404,Watir saplahe Jusak,,,Turbat City,,Baluchistan
63.0838,26.0404,Masjed Jusak,,,Turbat City,,Baluchistan
63.2882,27.2756,Grawag,,,,,Baluchistan
63.343191,25.290411,Pasni Airport,",",",",Pasni,",",Belutschistan
63.3453,25.2906,Pasni Airport,,,,,Baluchistan
63.4233,25.3279,Zero Point Pasni,,,Pasni City,,Baluchistan
63.4541,25.2778,PTV Pasni Booster,,,Pasni City,,Baluchistan
63.4667,25.2582,Eidka Masjid,,,Pasni City,,Baluchistan
63.4697,25.2564,Police Station,,,Pasni City,,Baluchistan
63.4703,25.2554,Girls School  Pasni,,,Pasni City,,Baluchistan
63.4706,25.258,sathi ground,,,Pasni City,,Baluchistan
63.4713,25.2632,madni masjid,,,Pasni City,,Baluchistan
63.4716,25.2615,Government School Pasni,,,Pasni City,,Baluchistan
63.4761,25.2633,Pasni Fish Harbour,,,Pasni City,,Baluchistan
63.5277,27.564,Kamarod,,,,,Baluchistan
63.8232,26.7414,Shahbaz Kalat,,,,,Baluchistan
63.9743,27.0216,Panjgur,,,,,Baluchistan
64.0508,27.3722,Palantak,,,,,Baluchistan
64.134036,26.954051,Panjgur Airport,Airport Road,",",Panjgur,",",Belutschistan
64.1344,26.9533,Panjgur Airport,,,,,Baluchistan
64.3661,28.3534,Kumagai,,,,,Baluchistan
64.401564,28.874271,Dalbandin Airport,",",",",",",",",Balochistan 
64.4639,28.9118,Dalbadin,,,,,Baluchistan
64.5329,25.2873,"Ormara Bus Stop Eatery      Pasni, Gawadar Mand Road",,,,,Baluchistan
64.5612,26.1901,Chamburi Kalat,,,,,Baluchistan
64.5786,26.9447,Bizhban Chah,,,,,Baluchistan
64.5861,25.2747,Ormara Airport,,,,,Baluchistan
64.586111,25.274722,Ormara Airport,Ormara Airport Rd,",",Ormara,",",Balochistan
64.5879,25.2553,Vew of Ormara Hammer Head from Coastal Highway,,,,,Baluchistan
64.5964,25.2497,Coast guards check post,,,,,Baluchistan
64.5967,25.2494,Ormara T Junction [Zero Point],,,,,Baluchistan
64.6051,27.3037,Nigindap,,,,,Baluchistan
64.7084,27.744,Washuk,,,,,Baluchistan
64.7131,27.988,Sardar Chah,,,,,Baluchistan
64.7658,27.7234,Washuk,,,,,Baluchistan
64.7854,26.372,Malar,,,,,Baluchistan
64.9321,28.9274,Yadgar Chauki,,,,,Baluchistan
65.0486,27.4375,Nag,,,,,Baluchistan
65.0537,27.1597,Saka Kalat,,,,,Baluchistan
65.1096,26.4838,Awaran,,,,,Baluchistan
65.1288,26.5508,Bedi Dat (Dhat),,,,,Baluchistan
65.1658,29.1345,Padag Road,,,,,Baluchistan
65.2231,26.4583,"Awaran city and Awaran district      Makran, Balochistan",,,,,Baluchistan
65.3085,28.9883,Padag,,,,,Baluchistan
65.3488,25.5922,Hinglai,,,,,Baluchistan
65.3647,25.4815,Kandrach,,,,,Baluchistan
65.4131,28.5704,Kharan,,,,,Baluchistan
65.4282,27.9669,Musafir Chakal,,,,,Baluchistan
65.4298,27.0158,Gajar,,,,,Baluchistan
65.4492,26.3117,Jhal Jhao,,,,,Baluchistan
65.5579,27.1772,Mashkai,,,,,Baluchistan
65.6512,27.315,Jebro,,,,,Baluchistan
65.682,28.9904,Paktin,,,,,Baluchistan
65.7304,27.8634,Besima,,,,,Baluchistan
65.7707,28.0341,Drag,,,,,Baluchistan
65.9059,28.7514,Sodagir,,,,,Baluchistan
65.9705,25.516,Brar Khandewari,,,,,Baluchistan
65.9724,29.3825,Ahmad Wal,,,,,Baluchistan
66.0343,26.989,Tustam Shahr,,,,,Baluchistan
66.041,28.2967,Umarabad,,,,,Baluchistan
66.0456,29.5336,Nushki,,,,,Baluchistan
66.154,27.6818,Nal,,,,,Baluchistan
66.2265,28.4787,Surab,,,,,Baluchistan
66.2393,26.2364,Bela,,,,,Baluchistan
66.2535,28.4252,Farag al boash village,,,,,Baluchistan
66.2597,28.4919,souq surab  and markeet,,,,,Baluchistan
66.26,28.4931,Surab City,,,,,Baluchistan
66.2665,28.2934,Anjira,,,,,Baluchistan
66.2705,26.2129,Crossing Lakh Pass Charai Awaran Road,,,,,Baluchistan
66.2716,26.2171,"Khuzdar Quetta Road Lasbela,",,,,,Baluchistan
66.2719,26.2138,Lasbela Chowk,,,,,Baluchistan
66.274,26.2138,"Lasbela Bazaar road Makran, Balochistan",,,,,Baluchistan
66.2842,28.4915,Surab City   more or bus stop,,,,,Baluchistan
66.309,26.2294,Bela,,,,,Baluchistan
66.3405,25.9051,Lakhra,,,,,Baluchistan
66.3694,27.3451,"Wadh town , tehsil Wadh , district Khuzdar, division Kalat.",,,,,Baluchistan
66.3787,27.3529,Wad,,,,,Baluchistan
66.3994,25.6691,Liari,,,,,Baluchistan
66.4556,31.0073,Spin Baldak,,,,,Baluchistan
66.4947,29.7574,Bahawal Khan,,,,,Baluchistan
66.5007,25.4081,Sonmiani,,,,,Baluchistan
66.5034,29.8948,Ponipal,,,,,Baluchistan
66.5061,30.9118,Chaman,,,,,Baluchistan
66.5219,25.775,Uthal,,,,,Baluchistan
66.529,27.9767,Muhammad Khan,,,,,Baluchistan
66.5651,25.4471,Marine-Shrimp Farm,,,,,Baluchistan
66.5908,29.0224,govt girls high school   Kalat,,,,,Baluchistan
66.5946,27.8341,Qadri Petrolium Service,,,Khuzdar City,,Baluchistan
66.5948,25.4254,Sonmiani,,,,,Baluchistan
66.5959,27.8459,BRC Residential institution Khuzdar,,,Khuzdar City,,Baluchistan
66.5962,27.814,Divisional Public College Khuzdar,,,Khuzdar City,,Baluchistan
66.5965,27.8489,Awami Hotel and Awami Petrolium,,,Khuzdar City,,Baluchistan
66.5971,27.8564,Muhallah Rahim Abad,,,Khuzdar City,,Baluchistan
66.5983,27.815,Chmrowk Hotel and Pump,,,Khuzdar City,,Baluchistan
66.5983,27.8255,BUS terminal Public transportation,,,Khuzdar City,,Baluchistan
66.5984,27.7989,Bolan Colony,,,Khuzdar City,,Baluchistan
66.5995,27.815,sultan zehri tirasani  garage,,,Khuzdar City,,Baluchistan
66.6035,27.8065,Khuzdar PTV TV Booster,,,Khuzdar City,,Baluchistan
66.6046,27.8179,Masjid umer bin khatab Maddrasia fariqua,,,Khuzdar City,,Baluchistan
66.6054,27.805,National Grammer Public School,,,Khuzdar City,,Baluchistan
66.6062,27.8092,Civil colony,,,Khuzdar City,,Baluchistan
66.6068,27.8068,Divisional Public School Khuzdar,,,Khuzdar City,,Baluchistan
66.6077,27.8137,Chandni Chowk   khuzdar city,,,Khuzdar City,,Baluchistan
66.6086,27.8068,Baba Computer and Mobile shop,,,Khuzdar City,,Baluchistan
66.6092,25.6761,Makran Coastal Highway,,,,,Baluchistan
66.6093,27.8039,Hotal Mama Somar,,,Khuzdar City,,Baluchistan
66.6098,27.8082,Mir Ghaus Bakhsh Bizenjo Stedium,,,Khuzdar City,,Baluchistan
66.6101,25.676,Eatery at Ormara and Utthal Lasbela Road,,,,,Baluchistan
66.6104,25.6774,"Coastal Highway, Utthal, Lasbela",,,,,Baluchistan
66.6108,27.8109,Divisional Headquarter hospital,,,Khuzdar City,,Baluchistan
66.6115,30.5791,Gulistan,,,,,Baluchistan
66.6116,27.8102,Al Faisal Hotel,,,Khuzdar City,,Baluchistan
66.6118,27.8055,JAMIA MASJID,,,Khuzdar City,,Baluchistan
66.6122,27.8054,Al-Mustafa hotel,,,Khuzdar City,,Baluchistan
66.6123,27.8064,Police Station City Khuzdar,,,Khuzdar City,,Baluchistan
66.6123,27.8084,bus stop,,,Khuzdar City,,Baluchistan
66.6125,27.806,pagal chowk,,,Khuzdar City,,Baluchistan
66.6148,27.8073,Office of Municipal Corporation,,,Khuzdar City,,Baluchistan
66.6182,27.8059,Hayder Zehri Stadium,,,Khuzdar City,,Baluchistan
66.6187,27.8062,Kathan Bridge,,,Khuzdar City,,Baluchistan
66.6214,25.8027,Govt: Model High Boys School,,,Uthal City,,Baluchistan
66.622,25.2614,Naka Kharai,,,,,Baluchistan
66.6229,25.8112,Civil Hospital,,,Uthal City,,Baluchistan
66.6241,25.8045,Public School,,,Uthal City,,Baluchistan
66.625,25.8089,Graveyard (Hindus) qabrastan uthal balochistan,,,Uthal City,,Baluchistan
66.625,25.8096,Graveyard (MUSLIMS) qabrastan uthal balochistan,,,Uthal City,,Baluchistan
66.626,27.8194,Guest house  University of Engineering and Technology Khuzdar,,,Khuzdar City,,Baluchistan
66.6266,25.8069,Football Stadium  uthal RCD ROAD,,,Uthal City,,Baluchistan
66.6267,25.8061,Capri Cenema,,,Uthal City,,Baluchistan
66.6278,27.8186,Central Mosque of the University,,,Khuzdar City,,Baluchistan
66.6304,27.821,Teachers' Residential area,,,Khuzdar City,,Baluchistan
66.6319,27.8171,Zund Hostel),,,Khuzdar City,,Baluchistan
66.6358,30.321,Kamal Khan,,,,,Baluchistan
66.639285,27.796969,Khuzdar Airport,",",",",Khuzdar,",",Balochistan
66.6393,27.7993,Khuzdar Airport,,,Khuzdar City,,Baluchistan
66.6522,29.3306,Manguchar,,,,,Baluchistan
66.6615,25.4094,Sonmiani more,,,,,Baluchistan
66.6634,25.3888,WINDER CITY BUS STOP,,,,,Baluchistan
66.6642,26.968,Mahri,,,,,Baluchistan
66.6685,25.3837,sethi factory  winder,,,,,Baluchistan
66.6701,25.4727,Suori  village area winder,,,,,Baluchistan
66.6716,30.6263,Qilla Abdullan,,,,,Baluchistan
66.6749,25.3823,STPL Winder Area,,,,,Baluchistan
66.6966,24.9108,Hub Power Co.,,,,,
66.7252,28.545,Nur Gama,,,,,Baluchistan
66.7331,25.2498,"Naka Karhri village , Makran Road",,,,,Baluchistan
66.7464,29.9237,Dhingar Airfield,,,,,Baluchistan
66.7494,25.1953,Rocky military Area Hub Chowki,,,,,Baluchistan
66.7542,29.9356,PAF aircraft dispersal areas,,,,,Baluchistan
66.7555,26.2911,Thana Kanrach,,,,,Baluchistan
66.7605,25.1964,Rocky military Area Hub Chowki,,,,,Baluchistan
66.7616,29.9298,Taak Naimroch Gardens,,,,,Baluchistan
66.7896,24.8485,Kanupp Nuclear Plant,,,,,
66.792,31.0206,Jilga,,,,,Baluchistan
66.7929,27.7068,Zidi,,,,,Baluchistan
66.8135,29.8022,AUDIOTORIUM OF CADET COLLEGE MASTUNG.,,,,,Baluchistan
66.8262,24.8515,Abdul Rehman Goth,,,,,Sindh
66.8283,29.808,Degree College Mastung,,,,,Baluchistan
66.8307,24.8553,Somar Goth,,,,,Sindh
66.8335,29.8073,Tf Mastung Bar,,,,,Baluchistan
66.8348,24.8601,Custom Post,,,,,Sindh
66.8437,24.8624,Nabi Dad Hotel,,,,,Sindh
66.8447,24.8626,LDA Site Office,,,,,Sindh
66.8504,29.8098,Khawasam foot ball ground,,,,,Baluchistan
66.8567,25.0491,Nazar Chowrangi,,,Hub City,,Baluchistan
66.8615,29.8063,Ishkina  village,,,,,Baluchistan
66.8663,25.0467,Balochistan Lamination Factory,Hub Road,Hub City,,,Balochistan
66.8675,25.0407,Sunny Food centre  Balochistan crossing Industrial Road,,,Hub City,,Baluchistan
66.868,30.5688,saranan bazar,,,,,Baluchistan
66.8687,30.5647,saranan village by (naseeb ullah kasi),,,,,Baluchistan
66.8711,25.0233,Hub Hospital,,,Hub City,,Baluchistan
66.8718,25.0521,P&g Plant (Hub),,,Hub City,,Baluchistan
66.8719,24.8768,Exel Ware House (Hawke's Bay),,,,,Sindh
66.8721,25.0544,LIEDA office,,,Hub City,,Baluchistan
66.8744,25.0373,Hub Civice Centre,,,Hub City,,Baluchistan
66.874562,25.026566,Pir Mangho,,,Hub,,Sindh
66.8755,25.0486,Hub Industrial and Trading Estates,,,Hub City,,Baluchistan
66.8755,25.0567,Dewan Automotive Engineering Ltd,,,Hub City,,Baluchistan
66.8758,25.0321,SIDDIQSONS DENIM MILLS LTD. HUB (DENIM CITY),,,Hub City,,Baluchistan
66.8763,25.0342,Police Station Hub Chowki,,,Hub City,,Baluchistan
66.8829,29.9879,Lak Pass MW Station,,,,,Baluchistan
66.8853,29.9729,Hotel Luck Bass,,,,,Baluchistan
66.886,25.0264,"Jamia Mosque, Hub",,,Hub City,,Baluchistan
66.8873,31.2056,Domandai,,,,,Baluchistan
66.888623,25.028061,Graveyard,Sakkran Road,,Hub,,Sindh
66.8915,30.2428,Aghburg Kill Nauhisar  Category: kakar bazai aghburg village,,,Quetta City,,Baluchistan
66.8964,29.88,Bolan,,,,,Baluchistan
66.8986,30.6213,kili khuda i dad zai ( pishin ),,,,,Baluchistan
66.8997,30.5845,killi batezai by wrote(naseeb ullah kasi),,,,,Baluchistan
66.9078,24.8733,"KANUPP Hostel for MS Fellows, PAEC",,,,,Sindh
66.9091,24.9793,Hub Tool Plaza,Hub Road,Hub,,Balochistan,BALOCHISTAN
66.9095,24.8788,Budhni Goth,,,,,Sindh
66.9115,24.9754,Tool Plaza,Hub Road,Baldia Town,,,SINDH
66.9197,24.8735,Masroor Colony,,,Karachi City,,Sindh
66.9215,30.2981,sofi kili,,,,,Baluchistan
66.9223,24.8702,Mauripur Police Station  Hawke's Bay Road,,,Karachi City,,Sindh
66.9224,30.2431,Killi Samungli,,,Quetta City,District Quetta,Baluchistan
66.9257,24.9559,Intercity Bus Terminal,Hub Road,Yousaf Goth,Karachi City,,Sindh
66.9258,24.9188,SUPARCO Plant,,,Karachi City,,Sindh
66.9282,30.2982,Kili Ali Mohd kakar,,,,,Baluchistan
66.9306,30.0586,"PCSIR Labortaries, Quetta",,,Quetta City,District Quetta,Baluchistan
66.9313,24.8577,Pakistan Maritime Training Complex,,,Karachi City,,Sindh
66.9317,24.9463,Jamia Abu Huraiarah,Hub Road,,Karachi City,,Sindh
66.9337,30.3008,Kakar Petroleum Service,,,,,Baluchistan
66.9344,24.8733,Mauripur Government Secondary School,,Maripur,Karachi City,,Sindh
66.9352,24.8659,"Grax Colony, Mauripur",,Maripur,Karachi City,,Sindh
66.9357,30.2386,PAF security gate,,,Quetta City,,Baluchistan
66.936,24.9387,Sharjah Shopping Centre,Hub Road,,Karachi City,,Sindh
66.936,24.9423,Jilani Estate Gulshan-e-Mazdoor,,,Karachi City,,Sindh
66.9364,24.9385,Admore Pump Hub Mor,,,Karachi City,,Sindh
66.9365,24.8665,Bilal hospital,,,Karachi City,,Sindh
66.9369,30.0851,hazar gangi market,,,Quetta City,District Quetta,Baluchistan
66.937597,30.251476,Quetta International Airport,,,,,
66.9377,30.0881,Shifted Bus terminal from Sariab Road and Sirki Road Quetta,,,Quetta City,District Quetta,Baluchistan
66.9383,24.9356,Surtee Qabristan,,,Karachi City,,Sindh
66.9385,24.9355,Surtee Quibrustan Kachi Memon,Hub Road,,Karachi City,,Sindh
66.9387,29.3497,Johan,,,,,Baluchistan
66.9388,24.9243,KWSB Pumping Station  suparco plant road,,,Karachi City,,Sindh
66.9395,24.944,Al-Rehman Clinic Gulshan Mazdoor Naval colony,,,Karachi City,,Sindh
66.9402,30.0695,Hazarganji National Park,,,Quetta City,District Quetta,Baluchistan
66.9403,24.932,Khursheedpura Graveyard,,"Syedabad, Baldia Town",Karachi City,,Sindh
66.9403,24.9325,Khar Sheerpur Qabristan,,,Karachi City,,Sindh
66.9405,30.3226,"Abaseen Stone Crushing Plant, Samali, Kuchlaak",,,,,Baluchistan
66.942,24.9298,Shah Chiragh Ali Sain,,,Karachi City,,Sindh
66.9422,30.2676,Balochistan University of Information Technology and Management Sciences,,,Quetta City,District Quetta,Baluchistan
66.9424,24.9153,Graveyard,,,Karachi City,,Sindh
66.9434,24.9497,Jamia Masjid Hussain Sabri,,,Karachi City,,Sindh
66.9443,24.9263,Murshid Hospital,,,Karachi City,,Sindh
66.944646,30.241895,Quetta International Airport,,,Quetta City,District Quetta,Baluchistan
66.9447,24.9253,Murshid Hospital,Hub Road,"Syedabad, Baldia Town",Karachi City,,Sindh
66.9451,24.9467,Jamia Masjid Aulia Dawood Goth Mor,,,Karachi City,,Sindh
66.9457,24.9533,Darul-Uloom Qasmia Dawood Goth Naval Colony,,,Karachi City,,Sindh
66.9463,24.923,2 No. Stop Muachh Goth,,,Karachi City,,Sindh
66.9463,30.2328,PAF Inter College Samungli,,,Quetta City,,Baluchistan
66.9464,24.923,Mujahid Abad Bus stop,Hub Road,,Karachi City,,Sindh
66.9472,24.954,Abbasi General Store,,,Karachi City,,Sindh
66.9477,30.3515,Wapda office kuchlak,,,,,Baluchistan
66.9483,30.4886,radio station yaroo,,,,,Baluchistan
66.948782,30.249012,Quetta International Airport,",",",",Quetta,",",Belutschistan
66.9493,24.9169,Police traning center,Hub Road,"Syedabad, Baldia Town",Karachi City,,Sindh
66.9494,30.3555,Police station Kuchlak,,,,,Baluchistan
66.9501,30.3569,Govt high school kuchlak Quetta,,,,,Baluchistan
66.9509,24.9155,"Police  Head Quarters, Hub Road",,,Karachi City,,Sindh
66.9511,24.9549,Jamia Abu Hurairah Ittehad Town Karachi 15,,Orangi Town,Karachi City,,Sindh
66.9513,30.3588,killi khan ahmad jan Mosque kuchlak Quetta,,,,,Baluchistan
66.9514,24.8691,Gate No 6 Marripur Truck Stand,Hawksbay Road,Maripur,Karachi City,,Sindh
66.952206,30.179998,Graveyard,M-25,Hazara Town,Quetta City,District Quetta,Baluchistan
66.9533,30.1917,T B senitorium,,,Quetta City,District Quetta,Baluchistan
66.9534,30.3633,Kakar Mobile Market,,,,,Baluchistan
66.954,24.9522,PSO Pump Near Town Municipa Office,Hub road,"Syedabad, Baldia Town",Karachi City,,Sindh
66.954,24.9555,Afridi Chowk Ittehad Town,,Orangi Town,Karachi City,,Sindh
66.9542,30.1746,khawja wali baba(kirani)  Hazara Town,,,Quetta City,District Quetta,Baluchistan
66.9543,30.3548,Killi station Noorzai town kuchlak,,,,,Baluchistan
66.9546,24.8698,Gate No 5 Marripur Truck Stand,Hawksbay Road,Maripur,Karachi City,,Sindh
66.9548,30.2312,Samungli Road Killi Sabeel,,,Quetta City,,Baluchistan
66.955,30.4733,haider zai      Category: village,,,,,Baluchistan
66.9553,30.1848,Killi Muhammad hassni,,,Quetta City,District Quetta,Baluchistan
66.955642,30.181824,Hazara Town,,,Quetta City,District Quetta,Baluchistan
66.9558,30.099,Killi Qambrani Road,,,Quetta City,District Quetta,Baluchistan
66.9561,30.3573,Govt hospitals kuchlak,,,,,Baluchistan
66.9562,30.5044,yaroo choak,,,,,Baluchistan
66.9565,24.9562,Shehzad Tent Service Block C Christian Colony Ittehad Town,,Orangi Town,Karachi City,,Sindh
66.9569,30.2785,Killi Malik Amanullah Kasi,,,Quetta City,District Quetta,Baluchistan
66.9576,24.8705,Gate No 3/4 Marripur Truck Stand,Hawksbay Road,Maripur,Karachi City,,Sindh
66.9579,30.1108,derga quetta (related to derga noor pur),,,Quetta City,District Quetta,Baluchistan
66.9581,24.9172,Jamia Masjid Muqaddas,,Baldia Town,Karachi City,,Sindh
66.9585,24.8706,Qasim kanta,Hawksbay Road,Maripur,Karachi City,,Sindh
66.9585,24.8729,AI-Hamd International Container Terminal,,,Karachi City,,Sindh
66.9596,24.9133,Masjid e Khizra,,Baldia Town,Karachi City,,Sindh
66.95979,30.172012,New Hazara Town,Kirani Rd,,Quetta City,District Quetta,Baluchistan]
66.9598,24.957,Mastana Chowk,,Orangi Town,Karachi City,,Sindh
66.9603,30.255,Bazai Qilla,,,Quetta City,District Quetta,Baluchistan
66.9607,24.9128,madina colony,,Baldia Town,Karachi City,,Sindh
66.9611,24.8718,Bank Alfalan Murreepur Branch,Hawksbay Road,Maripur,Karachi City,,Sindh
66.9612,30.2574,Police Station of Air Port area,,,Quetta City,,Baluchistan
66.9613,24.8716,Gate No 2 Marripur Truck Stand,Hawksbay Road,Maripur,Karachi City,,Sindh
66.9614,24.9189,Robby Chowk Baldia Town,,Baldia Town,Karachi City,,Sindh
66.9615,24.9574,Faruq-e-Azam Eidgah Allah Dad Colony,,Orangi Town,Karachi City,,Sindh
66.9617,30.0827,Shaikh Zahid Hospital Quetta,,,Quetta City,District Quetta,Baluchistan
66.9617,30.1906,Sardar Bahadur Khan Tareen ( women univercity ),,,Quetta City,District Quetta,Baluchistan
66.9618,24.8725,Gate No 1 Marripur Truck Stand,Hawksbay Road,Maripur,Karachi City,,Sindh
66.9618,24.9144,Shabbir Shaheed Chowk,,Baldia Town,Karachi City,,Sindh
66.9619,30.2265,pakistan muslim lig (Q) office: kharot abad,,,Quetta City,,Baluchistan
66.9623,24.9138,Crescent Public School,,Baldia Town,Karachi City,,Sindh
66.9624,30.2624,Balochistan University of Information Technology and Management Sciences    colony,,,Quetta City,District Quetta,Baluchistan
66.9628,24.9213,Sajjad Govt. Primary Shcool Robby Mor,,Baldia Town,Karachi City,,Sindh
66.9634,24.92,Markazi Masjid Jamia nidwatul-ilm,,Baldia Town,Karachi City,,Sindh
66.9635,24.9144,Public Ideal School,,Baldia Town,Karachi City,,Sindh
66.9636,24.9042,Caltex Pump,Hub Road,"Site, Baldia Town",Karachi City,,Sindh
66.9639,24.9147,Chandni Chowk,,Baldia Town,Karachi City,,Sindh
66.9641,24.9076,Lucky General Store,,Baldia Town,Karachi City,,Sindh
66.9642,24.9076,Awan Decoration,,Baldia Town,Karachi City,,Sindh
66.9643,24.8778,Molty Foam Company,,,Karachi City,,Sindh
66.9646,24.9129,Firdous Masjid,,Baldia Town,Karachi City,,Sindh
66.9648,24.9081,Primary School,,Baldia Town,Karachi City,,Sindh
66.9651,24.9118,Girls Primary School,,Baldia Town,Karachi City,,Sindh
66.9651,24.9579,Jamia Mehmodiyah Tanveer Colony,,Orangi Town,Karachi City,,Sindh
66.9653,24.9113,Itehad Masjid,,Baldia Town,Karachi City,,Sindh
66.9653,24.9226,Govt Girls Secondary College,,Baldia Town,Karachi City,,Sindh
66.9656,24.9105,"PAK ENGLISH SCHOOL, BALDIA TOWN 5  Gul Dad Shah Road",,Baldia Town,Karachi City,,Sindh
